	position in rank using contigs	position in rank with raw reads	counts - contigs	counts - raw reads
GALNT10	5221	6950	0	15
MCM10	5221	6950	0	15
LRRC47	5221	6950	0	15
SKIV2L2	5221	6950	0	15
MCCA	5221	6950	0	15
YDAE	5221	6950	0	15
GLX_15390	5221	6950	0	15
OPPCD	5221	6950	0	15
EIF3E	5221	6950	0	15
TMEM57	5221	6950	0	15
IRF2BPL	5221	6950	0	15
G3BP2	5221	6950	0	15
OCAR_4090	5221	6950	0	15
YWCA	5221	6950	0	15
SSCG_01206	5221	6950	0	15
MICALL1	5221	6950	0	15
LCMT2	5221	6950	0	15
ZSWIM8	5221	6950	0	15
LGAS_0613	5221	6950	0	15
FAM63B	5221	6950	0	15
OCAR_4055	5221	6950	0	15
ENOLASE	5221	6950	0	15
ATP8A2	5221	7103	0	14
MFAP1	5221	7103	0	14
UBQLN1	5221	7103	0	14
UBE2V1	5221	7103	0	14
PGN_0954	5221	7103	0	14
ZADH2	5221	7103	0	14
SHB	5221	7103	0	14
IDI1	5221	7103	0	14
GBP6	5221	7103	0	14
NIPA2	5221	7103	0	14
TNFAIP2	5221	7103	0	14
YYCH	5221	7103	0	14
IHFA	5221	7103	0	14
WCAF	5221	7103	0	14
SNRNP70	5221	7103	0	14
TMEM54	5221	7103	0	14
CYTX	5221	7103	0	14
HN1L	5221	7103	0	14
YVAQ	5221	7103	0	14
C16ORF62	5221	7103	0	14
LGMN	5221	7103	0	14
SSU72	5221	7103	0	14
ZMYM6	5221	7103	0	14
YTHDC1	5221	7103	0	14
HERC6	5221	7103	0	14
MUB	5221	7103	0	14
TRAF4	5221	7103	0	14
PNPLA6	5221	7103	0	14
FAM160B1	5221	7103	0	14
YKFD	5221	7103	0	14
MLTC	5221	7103	0	14
TMEM87B	5221	7103	0	14
RLUE	5221	7103	0	14
TLK1	5221	7103	0	14
PIGQ	5221	7103	0	14
NRDH	5221	7103	0	14
TLE1	5221	7103	0	14
FAM179B	5221	7103	0	14
EVI5L	5221	7103	0	14
GPBP1	5221	7103	0	14
STX4	5221	7103	0	14
DDIT4	5221	7103	0	14
HNRNPH2	5221	7103	0	14
DKGA	5221	7103	0	14
ARPP19	5221	7103	0	14
EAPP	5221	7103	0	14
NGEF	5221	7103	0	14
TEX2	5221	7103	0	14
CYP2F1	5221	7103	0	14
ANKLE2	5221	7103	0	14
WDR45L	5221	7103	0	14
PSMD6	5221	7103	0	14
FNBP4	5221	7103	0	14
RFX1	5221	7103	0	14
SETD1B	5221	7103	0	14
MTMR3	5221	7103	0	14
PTPRK	5221	7103	0	14
TRIM60	5221	7103	0	14
EIF2AK1	5221	7103	0	14
INPP5K	5221	7103	0	14
CD47	5221	7103	0	14
ABCA7	5221	7103	0	14
METTL7B	5221	7103	0	14
SLC17A5	5221	7103	0	14
RB11617	5221	7103	0	14
RAB22A	5221	7103	0	14
NDRG3	5221	7103	0	14
TAB2	5221	7103	0	14
SSR1	5221	7103	0	14
MBD1	5221	7103	0	14
ATP6V1E2	5221	7103	0	14
SYNGR2	5221	7103	0	14
FAM98C	5221	7103	0	14
GRK6	5221	7103	0	14
STIP1	5221	7103	0	14
SLC25A25	5221	7103	0	14
AAGAB	5221	7103	0	14
NCOA1	5221	7103	0	14
MRPS31	5221	7103	0	14
BAS4567	5221	7103	0	14
FKBP5	5221	7103	0	14
REP15	5221	7103	0	14
KCTD3	5221	7103	0	14
TXNDC8	5221	7103	0	14
YTHDC2	5221	7103	0	14
FDFT	5221	7103	0	14
NDUFV1	5221	7103	0	14
RHOF	5221	7103	0	14
GTF2H1	5221	7103	0	14
FAM102A	5221	7103	0	14
YCLK	5221	7103	0	14
ZNF622	5221	7103	0	14
PFP	5221	7103	0	14
ACP5	5221	7103	0	14
YBBM	5221	7103	0	14
YBJI	5221	7103	0	14
TMEM248	5221	7103	0	14
SEMA4B	5221	7103	0	14
SAFB2	5221	7103	0	14
CG2558	5221	7103	0	14
GRB2	5221	7103	0	14
YSXE	5221	7103	0	14
AFUB	5221	7103	0	14
GALK2	5221	7103	0	14
NAP1L4	5221	7103	0	14
PAWR	5221	7103	0	14
CRES_0875	5221	7103	0	14
UBD	5221	7103	0	14
TPM2	5221	7103	0	14
EST	5221	7103	0	14
NAHB	5221	7103	0	14
PTS36A	5221	7103	0	14
FECB2	5221	7103	0	14
SUDEN_0690	5221	7103	0	14
STRIP1	5221	7103	0	14
TMEM9B	5221	7103	0	14
SLC41A2	5221	7103	0	14
C6ORF132	5221	7103	0	14
TGFBR2	5221	7103	0	14
MTLR	5221	7103	0	14
TYK2	5221	7103	0	14
ERLIN2	5221	7103	0	14
COPZ	5221	7103	0	14
PRKCA	5221	7103	0	14
DACT2	5221	7103	0	14
WHAMM	5221	7103	0	14
OAS2	5221	7103	0	14
EIF2A	5221	7103	0	14
NCOR2	5221	7103	0	14
TINAGL1	5221	7103	0	14
DNAJA1	5221	7103	0	14
TMEM184B	5221	7103	0	14
FAM76A	5221	7103	0	14
ZNF384	5221	7103	0	14
RASA1	5221	7103	0	14
PRPR	5221	7103	0	14
TATDN2	5221	7103	0	14
ZWINT	5221	7103	0	14
FLCN	5221	7103	0	14
NLAXM	5221	7103	0	14
KIF2A	5221	7103	0	14
LARP4	5221	7103	0	14
UBE4B	5221	7103	0	14
OCAR_4316	5221	7103	0	14
DHPS	5221	7103	0	14
XENB	5221	7103	0	14
RPL35	5221	7103	0	14
METZ	5221	7103	0	14
PPP4R2	5221	7103	0	14
BMUL_5083	5221	7103	0	14
YSIA	5221	7103	0	14
YCCS	5221	7103	0	14
PEAK1	5221	7103	0	14
GOSR2	5221	7103	0	14
PILU	5221	7103	0	14
SCAMP5	5221	7103	0	14
YKOI	5221	7103	0	14
UBIB	5221	7103	0	14
S100A11	5221	7103	0	14
CSGALNACT2	5221	7103	0	14
SDCS	5221	7103	0	14
PPIH	5221	7283	0	13
MSMO1	5221	7283	0	13
ZNF148	5221	7283	0	13
NOLO	5221	7283	0	13
CBX3	5221	7283	0	13
SEH1L	5221	7283	0	13
BL03432	5221	7283	0	13
FG09638.1	5221	7283	0	13
ZRSR2	5221	7283	0	13
SLC5A3	5221	7283	0	13
USP12	5221	7283	0	13
ARRDC3	5221	7283	0	13
RAB35	5221	7283	0	13
DPYD	5221	7283	0	13
SHISA2	5221	7283	0	13
MRPL20	5221	7283	0	13
ADAMTS9	5221	7283	0	13
SPOVD	5221	7283	0	13
COG3	5221	7283	0	13
KIAA0513	5221	7283	0	13
E2F4	5221	7283	0	13
ELMO1	5221	7283	0	13
ARNTL	5221	7283	0	13
DDX39B	5221	7283	0	13
FGL2	5221	7283	0	13
CNOT2	5221	7283	0	13
GANB	5221	7283	0	13
TMEM189	5221	7283	0	13
CLTCL1	5221	7283	0	13
MARVELD3	5221	7283	0	13
SLC7A7	5221	7283	0	13
YITU	5221	7283	0	13
FAM82B	5221	7283	0	13
KIAA0947	5221	7283	0	13
MPP1	5221	7283	0	13
DULL1	5221	7283	0	13
ZFHX3	5221	7283	0	13
CRY1	5221	7283	0	13
PSAB	5221	7283	0	13
SIRT1	5221	7283	0	13
PSPC1	5221	7283	0	13
OPPC2	5221	7283	0	13
RAD50	5221	7283	0	13
SH3KBP1	5221	7283	0	13
LYSI	5221	7283	0	13
UTP18	5221	7283	0	13
ACVR1B	5221	7283	0	13
UBE2M	5221	7283	0	13
YCDG	5221	7283	0	13
PSMB7	5221	7283	0	13
HS1.05	5221	7283	0	13
SLC17A9	5221	7283	0	13
TBC1D22B	5221	7283	0	13
SH3BP5L	5221	7283	0	13
NOXO1	5221	7283	0	13
EIF3L	5221	7283	0	13
C5ORF34	5221	7283	0	13
YTHDF2	5221	7283	0	13
ANKRD44	5221	7283	0	13
CEBPA	5221	7283	0	13
EIF3K	5221	7283	0	13
PTPN3	5221	7283	0	13
PJA2	5221	7283	0	13
BMS1	5221	7283	0	13
H6PD	5221	7283	0	13
GLPT	5221	7283	0	13
BAX	5221	7283	0	13
PPM1G	5221	7283	0	13
CMTM4	5221	7283	0	13
NR2C2	5221	7283	0	13
AGLC	5221	7283	0	13
ADAM9	5221	7283	0	13
ITM2C	5221	7283	0	13
FTSH1	5221	7283	0	13
COX7A2L	5221	7283	0	13
PCNXL3	5221	7283	0	13
AKT2	5221	7283	0	13
CYLA	5221	7283	0	13
SCAPER	5221	7283	0	13
ADTRP	5221	7283	0	13
ZC3H12A	5221	7283	0	13
LLGL1	5221	7283	0	13
RDRB	5221	7283	0	13
PPP1R16A	5221	7283	0	13
WBPH	5221	7283	0	13
DLTR	5221	7283	0	13
GABPB2	5221	7283	0	13
UBQLN4	5221	7283	0	13
TLPC	5221	7283	0	13
PLEK	5221	7283	0	13
SEC24A	5221	7283	0	13
STET	5221	7283	0	13
HOMER2	5221	7283	0	13
PPP2R1B	5221	7283	0	13
COOF	5221	7283	0	13
COG2	5221	7283	0	13
ARBZ	5221	7283	0	13
B4GALT5	5221	7283	0	13
PDXH	5221	7283	0	13
TFG	5221	7283	0	13
PPARG	5221	7283	0	13
CIITA	5221	7283	0	13
TRIM41	5221	7283	0	13
DIRC2	5221	7283	0	13
PPP2CB	5221	7283	0	13
CCDC28A	5221	7283	0	13
SERTAD1	5221	7283	0	13
ITGB5	5221	7283	0	13
PCMTD1	5221	7283	0	13
UBE2N	5221	7283	0	13
HDAC6	5221	7283	0	13
GPR124	5221	7283	0	13
ZMAT2	5221	7283	0	13
MTO1	5221	7283	0	13
GNPDA1	5221	7283	0	13
TUSC3	5221	7283	0	13
SEPT9	5221	7283	0	13
CD97	5221	7283	0	13
ATF2	5221	7283	0	13
CALU	5221	7283	0	13
GNG12	5221	7283	0	13
TMEM168	5221	7283	0	13
DHO	5221	7283	0	13
APOC2	5221	7283	0	13
DCTN2	5221	7283	0	13
MUC3A	5221	7283	0	13
UBXN4	5221	7283	0	13
GYY_08760	5221	7283	0	13
CSLA	5221	7283	0	13
TMEM50A	5221	7283	0	13
ATP6V1C1	5221	7283	0	13
EIF3I	5221	7283	0	13
SCAF1	5221	7283	0	13
INTS4	5221	7283	0	13
GATY	5221	7283	0	13
PNN	5221	7283	0	13
NMI	5221	7283	0	13
HIST2H2BF	5221	7283	0	13
OSTM1	5221	7283	0	13
ALAD	5221	7283	0	13
MRCB	5221	7283	0	13
PQLC1	5221	7283	0	13
ACRR	5221	7283	0	13
COQ5	5221	7283	0	13
RSTB	5221	7283	0	13
EHMT1	5221	7283	0	13
GBA	5221	7283	0	13
STX17	5221	7283	0	13
AROP	5221	7283	0	13
ISDG	5221	7283	0	13
CIOA	5221	7283	0	13
CD14	5221	7283	0	13
INSIG2	5221	7283	0	13
YEEF	5221	7283	0	13
FXSA	5221	7283	0	13
PHUR	5221	7283	0	13
PRCC	5221	7283	0	13
YKVO	5221	7283	0	13
YUGJ	5221	7283	0	13
EMB2742	5221	7283	0	13
YJBJ	5221	7283	0	13
ZPR_1450	5221	7283	0	13
CLCA2	5221	7283	0	13
CCDC90A	5221	7283	0	13
MME	5221	7283	0	13
SSH1	5221	7283	0	13
RPPH	5221	7283	0	13
NCBP1	5221	7283	0	13
STK3	5221	7283	0	13
NEK7	5221	7463	0	12
XPO1	5221	7463	0	12
POLR3A	5221	7463	0	12
LRP5L	5221	7463	0	12
ARAH13	5221	7463	0	12
ZNF92	5221	7463	0	12
CPPED1	5221	7463	0	12
EPRS	5221	7463	0	12
CNOT8	5221	7463	0	12
SGSM1	5221	7463	0	12
HMGXB3	5221	7463	0	12
TMPO	5221	7463	0	12
ULK1	5221	7463	0	12
ZRANB2	5221	7463	0	12
JRKL	5221	7463	0	12
PHF20L1	5221	7463	0	12
KCNB2	5221	7463	0	12
LMB	5221	7463	0	12
MYL9	5221	7463	0	12
CPDC	5221	7463	0	12
AGPAT2	5221	7463	0	12
WHSC1	5221	7463	0	12
ST13	5221	7463	0	12
VPS16	5221	7463	0	12
TMA7	5221	7463	0	12
MYLK	5221	7463	0	12
RAB43	5221	7463	0	12
UBE2I	5221	7463	0	12
PARD3B	5221	7463	0	12
ITSN1	5221	7463	0	12
SEC62	5221	7463	0	12
CNOT10	5221	7463	0	12
B3GNT5	5221	7463	0	12
TCEAL5	5221	7463	0	12
API5	5221	7463	0	12
DERL1	5221	7463	0	12
B4GALT6	5221	7463	0	12
PSMC2	5221	7463	0	12
PRUA	5221	7463	0	12
POLK	5221	7463	0	12
MIER2	5221	7463	0	12
EPB4.1	5221	7463	0	12
PRKCI	5221	7463	0	12
YUEI	5221	7463	0	12
TCIRG1	5221	7463	0	12
HNF4G	5221	7463	0	12
TBCE	5221	7463	0	12
AP3S2	5221	7463	0	12
REEP3	5221	7463	0	12
RPS4	5221	7463	0	12
RFFL	5221	7463	0	12
RXRA	5221	7463	0	12
BL00121	5221	7463	0	12
MIOS	5221	7463	0	12
YCJM	5221	7463	0	12
TBCK	5221	7463	0	12
YLAN	5221	7463	0	12
RPL22	5221	7463	0	12
AMET_3216	5221	7463	0	12
VACJ	5221	7463	0	12
SP_2162	5221	7463	0	12
C19ORF43	5221	7463	0	12
C2ORF43	5221	7463	0	12
SLC16A3	5221	7463	0	12
SPTY2D1	5221	7463	0	12
LAMA5	5221	7463	0	12
LIPL71	5221	7463	0	12
LRP10	5221	7463	0	12
KRT80	5221	7463	0	12
FTSH4	5221	7463	0	12
CDC37L1	5221	7463	0	12
MYO1B	5221	7463	0	12
CTIF	5221	7463	0	12
AAS	5221	7463	0	12
ZUFSP	5221	7463	0	12
SP_1785	5221	7463	0	12
OCAR_5722	5221	7463	0	12
INPP5B	5221	7463	0	12
OSGIN1	5221	7463	0	12
ELAVL1	5221	7463	0	12
NTRX	5221	7463	0	12
SRF	5221	7463	0	12
SCLAV_0673	5221	7463	0	12
AMDHD2	5221	7463	0	12
HIBADH	5221	7463	0	12
THSD4	5221	7463	0	12
SRXN1	5221	7463	0	12
TXNDC9	5221	7463	0	12
NAPH	5221	7463	0	12
NACC1	5221	7463	0	12
EIF3F	5221	7463	0	12
CDC34	5221	7463	0	12
UVRAG	5221	7463	0	12
LMBR1L	5221	7463	0	12
APOOL	5221	7463	0	12
ECSA	5221	7463	0	12
MYOM3	5221	7463	0	12
METC	5221	7463	0	12
DCTN3	5221	7463	0	12
SURF4	5221	7463	0	12
TMEM222	5221	7463	0	12
SOCS3	5221	7463	0	12
C7ORF60	5221	7463	0	12
UBE2S	5221	7463	0	12
RAPGEF5	5221	7463	0	12
GMUD	5221	7463	0	12
CAPN8	5221	7463	0	12
TRIM24	5221	7463	0	12
FAM134A	5221	7463	0	12
ABHD16A	5221	7463	0	12
ABCA13	5221	7463	0	12
BMUL_3103	5221	7463	0	12
PITPNB	5221	7463	0	12
PTPN6	5221	7463	0	12
CNKSR3	5221	7463	0	12
SCLAV_2440	5221	7463	0	12
ZKSCAN1	5221	7463	0	12
OCAR_5506	5221	7463	0	12
RPS6KA4	5221	7463	0	12
XSC	5221	7463	0	12
PTCD2	5221	7463	0	12
NEFM	5221	7463	0	12
VPA1266	5221	7463	0	12
PCNP	5221	7463	0	12
FG08736.1	5221	7463	0	12
DIS3L	5221	7463	0	12
GBSA	5221	7463	0	12
ARHGEF37	5221	7463	0	12
TLK2	5221	7463	0	12
NARF	5221	7463	0	12
OA238_1252	5221	7463	0	12
YDBP	5221	7463	0	12
YGDD	5221	7463	0	12
AGMI	5221	7463	0	12
KDSR	5221	7463	0	12
CBLB	5221	7463	0	12
GCLM	5221	7463	0	12
YAJR	5221	7463	0	12
FNR	5221	7463	0	12
STX6	5221	7463	0	12
ADM	5221	7463	0	12
MDCH	5221	7463	0	12
C6ORF106	5221	7463	0	12
SAMD15	5221	7463	0	12
PGUG_04244	5221	7463	0	12
YTNP	5221	7463	0	12
MCPA	5221	7463	0	12
TBC1D12	5221	7463	0	12
GIT1	5221	7629	0	11
FLNA	5221	7629	0	11
SSR3	5221	7629	0	11
SCLAV_2363	5221	7629	0	11
ACOR	5221	7629	0	11
RBBP5	5221	7629	0	11
TCEA1	5221	7629	0	11
LGALS8	5221	7629	0	11
CHORDC1	5221	7629	0	11
SMARCAL1	5221	7629	0	11
ANO7	5221	7629	0	11
BIRC2	5221	7629	0	11
DLTC	5221	7629	0	11
THOC7	5221	7629	0	11
ARHGEF3	5221	7629	0	11
ARAH6	5221	7629	0	11
MT0459	5221	7629	0	11
LIAS	5221	7629	0	11
LSM14A	5221	7629	0	11
MRPL4	5221	7629	0	11
CARD10	5221	7629	0	11
EPHB6	5221	7629	0	11
SUGP1	5221	7629	0	11
CCDC82	5221	7629	0	11
RCBTB1	5221	7629	0	11
GAB1	5221	7629	0	11
STRAP	5221	7629	0	11
UBE2B	5221	7629	0	11
SLC2A13	5221	7629	0	11
NASP	5221	7629	0	11
GLPE	5221	7629	0	11
OHRR	5221	7629	0	11
YJCF	5221	7629	0	11
ACOT11	5221	7629	0	11
GLNPH2	5221	7629	0	11
ZNF608	5221	7629	0	11
ARAG	5221	7629	0	11
HNF1B	5221	7629	0	11
ASNA1	5221	7629	0	11
KPNA6	5221	7629	0	11
XPNPEP2	5221	7629	0	11
CHPT1	5221	7629	0	11
ECHDC1	5221	7629	0	11
C1GALT1C1	5221	7629	0	11
LCP1	5221	7629	0	11
HSPA2	5221	7629	0	11
COQ10B	5221	7629	0	11
CTBP1	5221	7629	0	11
CPHY_2173	5221	7629	0	11
TRIM62	5221	7629	0	11
EPB41	5221	7629	0	11
FLAD1	5221	7629	0	11
SLC25A44	5221	7629	0	11
COPS5	5221	7629	0	11
YAAU	5221	7629	0	11
ADAP1	5221	7629	0	11
PNKP	5221	7629	0	11
PDE3A	5221	7629	0	11
EI24	5221	7629	0	11
GLVR	5221	7629	0	11
ACSS1	5221	7629	0	11
LYPLA1	5221	7629	0	11
PMAIP1	5221	7629	0	11
YRBF	5221	7629	0	11
MRPL9	5221	7629	0	11
LDHB	5221	7629	0	11
DONSON	5221	7629	0	11
ATXN7L3	5221	7629	0	11
YKUE	5221	7629	0	11
SP_2113	5221	7629	0	11
PTPRA	5221	7629	0	11
OCAR_7537	5221	7629	0	11
TMX3	5221	7629	0	11
BAP1	5221	7629	0	11
SRR	5221	7629	0	11
YUTD	5221	7629	0	11
YABA	5221	7629	0	11
LEUC2	5221	7629	0	11
YDIA	5221	7629	0	11
TMEM19	5221	7629	0	11
MVAE	5221	7629	0	11
GLND	5221	7629	0	11
SMAD4	5221	7629	0	11
SALX	5221	7629	0	11
ACOT7	5221	7629	0	11
MDOB	5221	7629	0	11
RHSA2	5221	7629	0	11
PSMB5	5221	7629	0	11
UBXN7	5221	7629	0	11
CPXR	5221	7629	0	11
KIFC3	5221	7629	0	11
MYO7A	5221	7629	0	11
LEMD2	5221	7629	0	11
FLEQ	5221	7629	0	11
EPB41L3	5221	7629	0	11
NUP50	5221	7629	0	11
YRGH	5221	7629	0	11
SPDEF	5221	7629	0	11
SETD1A	5221	7629	0	11
SRPK1	5221	7629	0	11
ICA1	5221	7629	0	11
GRIPAP1	5221	7629	0	11
NR3C1	5221	7629	0	11
NECAP2	5221	7629	0	11
C14ORF2	5221	7629	0	11
RSBN1L	5221	7629	0	11
SUZ12	5221	7629	0	11
LCORL	5221	7629	0	11
OSBPL9	5221	7629	0	11
TFRC	5221	7629	0	11
BGLY	5221	7629	0	11
TAF1L	5221	7629	0	11
EPT1	5221	7629	0	11
PHACTR2	5221	7629	0	11
ODH	5221	7629	0	11
SESN3	5221	7629	0	11
DEBA_0493	5221	7629	0	11
ARHGEF26	5221	7629	0	11
CHKA	5221	7629	0	11
ZNF655	5221	7629	0	11
EDEM2	5221	7629	0	11
PRLS	5221	7629	0	11
SPRED2	5221	7629	0	11
MED1	5221	7629	0	11
C2ORF62	5221	7629	0	11
FAM193B	5221	7629	0	11
LRIG2	5221	7629	0	11
GABARAPL3	5221	7629	0	11
DNAJC1	5221	7629	0	11
MRPL43	5221	7629	0	11
ATRN	5221	7629	0	11
SPINK4	5221	7629	0	11
RSBN1	5221	7629	0	11
HEMF	5221	7629	0	11
LPTA	5221	7629	0	11
YQJI	5221	7629	0	11
PGLA	5221	7629	0	11
ZKSCAN4	5221	7629	0	11
UFSP2	5221	7629	0	11
YBAR	5221	7629	0	11
BTBD2	5221	7629	0	11
PPE1	5221	7629	0	11
CYB_0197	5221	7629	0	11
YDHJ	5221	7629	0	11
RECC	5221	7629	0	11
RABEP2	5221	7629	0	11
LYPLA2	5221	7629	0	11
NGDN	5221	7629	0	11
ADCK4	5221	7629	0	11
LOLE	5221	7629	0	11
BMUL_3357	5221	7629	0	11
PAAG	5221	7629	0	11
BMPR1A	5221	7629	0	11
CDK5RAP2	5221	7629	0	11
BMUL_5639	5221	7629	0	11
BADJ	5221	7629	0	11
AMTB	5221	7629	0	11
ALGR	5221	7629	0	11
SGLY_0545	5221	7629	0	11
ICMT	5221	7629	0	11
PFKM	5221	7629	0	11
OCAR_4126	5221	7629	0	11
MEMO1	5221	7629	0	11
SP_1783	5221	7814	0	10
SET	5221	7814	0	10
SP_1637	5221	7814	0	10
EHD3	5221	7814	0	10
MTCH2	5221	7814	0	10
SPIN1	5221	7814	0	10
ACSF2	5221	7814	0	10
RBM17	5221	7814	0	10
ARNT	5221	7814	0	10
ATP2B4	5221	7814	0	10
BA_2699	5221	7814	0	10
ILKAP	5221	7814	0	10
KRIT1	5221	7814	0	10
LTRB	5221	7814	0	10
IRF2BP2	5221	7814	0	10
RPMG2	5221	7814	0	10
C1ORF27	5221	7814	0	10
CDC73	5221	7814	0	10
MSN	5221	7814	0	10
PTPRB	5221	7814	0	10
CJ951C	5221	7814	0	10
FAM18B1	5221	7814	0	10
RPOC2	5221	7814	0	10
CSN2	5221	7814	0	10
DNM3	5221	7814	0	10
CLDN8	5221	7814	0	10
MBOAT2	5221	7814	0	10
TWF1	5221	7814	0	10
PEX19	5221	7814	0	10
CHERP	5221	7814	0	10
MICAL3	5221	7814	0	10
POLR2M	5221	7814	0	10
CPSF3L	5221	7814	0	10
RAB15	5221	7814	0	10
SUCLA2	5221	7814	0	10
TAF4	5221	7814	0	10
OSMY	5221	7814	0	10
CREG1	5221	7814	0	10
ACH1	5221	7814	0	10
IL28RA	5221	7814	0	10
BTNL1	5221	7814	0	10
KRTCAP2	5221	7814	0	10
ALSE	5221	7814	0	10
TAF5L	5221	7814	0	10
SRSF11	5221	7814	0	10
TCF12	5221	7814	0	10
ENPP3	5221	7814	0	10
PTPC	5221	7814	0	10
PHF11	5221	7814	0	10
CRELD2	5221	7814	0	10
DLAT	5221	7814	0	10
PSMB10	5221	7814	0	10
FRRS1	5221	7814	0	10
YUEF	5221	7814	0	10
VRAS	5221	7814	0	10
OHRB	5221	7814	0	10
MITD1	5221	7814	0	10
RHLE1	5221	7814	0	10
ADAM17	5221	7814	0	10
MPST	5221	7814	0	10
TUBGCP6	5221	7814	0	10
YIJO	5221	7814	0	10
RPL37A	5221	7814	0	10
FAM73B	5221	7814	0	10
YYCI	5221	7814	0	10
PRKRA	5221	7814	0	10
SLFN5	5221	7814	0	10
ACUI	5221	7814	0	10
EMG1	5221	7814	0	10
OGFR	5221	7814	0	10
ELL	5221	7814	0	10
FTSN	5221	7814	0	10
NCOA6	5221	7814	0	10
SRSF2	5221	7814	0	10
RGS3	5221	7814	0	10
TEAD3	5221	7814	0	10
GMFB	5221	7814	0	10
DUSP5	5221	7814	0	10
BID	5221	7814	0	10
LBUC_0165	5221	7814	0	10
DMAP1	5221	7814	0	10
PRPF40B	5221	7814	0	10
ANP32A	5221	7814	0	10
SPPL3	5221	7814	0	10
YBAY	5221	7814	0	10
FUK	5221	7814	0	10
MFSD9	5221	7814	0	10
DAPK2	5221	7814	0	10
C9ORF72	5221	7814	0	10
C6ORF89	5221	7814	0	10
USB1	5221	7814	0	10
YYDK	5221	7814	0	10
COX7C	5221	7814	0	10
NPLOC4	5221	7814	0	10
MNMC	5221	7814	0	10
CHKB	5221	7814	0	10
PSMA5	5221	7814	0	10
STARD3NL	5221	7814	0	10
FG03703.1	5221	7814	0	10
D8ERTD82E	5221	7814	0	10
RER1	5221	7814	0	10
YJGQ	5221	7814	0	10
HSDS-1	5221	7814	0	10
DAPA_1	5221	7814	0	10
ZNF91	5221	7814	0	10
YQAS	5221	7814	0	10
SRPI	5221	7814	0	10
KRR1	5221	7814	0	10
NORG	5221	7814	0	10
SOCS4	5221	7814	0	10
HSPD1	5221	7814	0	10
STX5	5221	7814	0	10
FPR2	5221	7814	0	10
NCOA7	5221	7814	0	10
ERCC4	5221	7814	0	10
BLOC1S1	5221	7814	0	10
DCTN4	5221	7814	0	10
DERA	5221	7814	0	10
MARK1	5221	7814	0	10
DEPTOR	5221	7814	0	10
YGAU	5221	7814	0	10
AP5M1	5221	7814	0	10
NDUFA3	5221	7814	0	10
OPRC	5221	7814	0	10
EPM2AIP1	5221	7814	0	10
YFIF	5221	7814	0	10
NTRC	5221	7814	0	10
TIFA	5221	7814	0	10
SPAG7	5221	7814	0	10
PTRH1	5221	7814	0	10
PILG	5221	7814	0	10
IGF2BP2	5221	7814	0	10
BRF1	5221	7814	0	10
MOAP1	5221	7814	0	10
MNHE2	5221	7814	0	10
AMACR	5221	7814	0	10
YDIU	5221	7814	0	10
YLQH	5221	7814	0	10
AP4M1	5221	7814	0	10
YKUV	5221	7814	0	10
YNGF	5221	7814	0	10
BMUL_2867	5221	7814	0	10
FADE23	5221	7814	0	10
CCSB	5221	7814	0	10
WZI	5221	7814	0	10
NOLG	5221	7814	0	10
SLC6A6	5221	7814	0	10
IWS1	5221	7814	0	10
GRK5	5221	7814	0	10
APRE	5221	7814	0	10
ATG4A	5221	7814	0	10
MBP	5221	7814	0	10
LRRC58	5221	7814	0	10
BL01811	5221	7814	0	10
TNFRSF11A	5221	7814	0	10
ECHA7	5221	7814	0	10
ZNF706	5221	7814	0	10
TLE2	5221	7814	0	10
USP5	5221	7814	0	10
EIF4E2	5221	7814	0	10
RHOT1	5221	7989	0	9
CTDSPL	5221	7989	0	9
SMG5	5221	7989	0	9
GMIP	5221	7989	0	9
SNX17	5221	7989	0	9
NLRP1	5221	7989	0	9
THNSL1	5221	7989	0	9
SACP	5221	7989	0	9
PPAPDC1B	5221	7989	0	9
SLC26A4	5221	7989	0	9
PPP1R13L	5221	7989	0	9
FHOD1	5221	7989	0	9
TPD52L2	5221	7989	0	9
NDHJ	5221	7989	0	9
SLC25A12	5221	7989	0	9
BTUE	5221	7989	0	9
NIRB	5221	7989	0	9
CRIPT	5221	7989	0	9
DPEP_0122	5221	7989	0	9
ARL14	5221	7989	0	9
AARF	5221	7989	0	9
GLCU	5221	7989	0	9
KDPA	5221	7989	0	9
QSEC	5221	7989	0	9
ALS2	5221	7989	0	9
S100A9	5221	7989	0	9
RLIM	5221	7989	0	9
HRH1	5221	7989	0	9
SCRIB	5221	7989	0	9
YHJE	5221	7989	0	9
SBND	5221	7989	0	9
HIST1H2AC	5221	7989	0	9
RBM12B	5221	7989	0	9
FLRT3	5221	7989	0	9
KLHL15	5221	7989	0	9
FAM123B	5221	7989	0	9
TRIM44	5221	7989	0	9
MCRC	5221	7989	0	9
SENP5	5221	7989	0	9
FTO	5221	7989	0	9
ID880	5221	7989	0	9
EMC7	5221	7989	0	9
SSCG_05382	5221	7989	0	9
BAER	5221	7989	0	9
NSMCE4A	5221	7989	0	9
PTPN9	5221	7989	0	9
TSTD1	5221	7989	0	9
FAM173A	5221	7989	0	9
PRCP	5221	7989	0	9
LAMTOR4	5221	7989	0	9
SP_0374	5221	7989	0	9
AMET_0394	5221	7989	0	9
RNF20	5221	7989	0	9
DEX	5221	7989	0	9
HLA-DMB	5221	7989	0	9
GPPA	5221	7989	0	9
AKT3	5221	7989	0	9
SH3GL1	5221	7989	0	9
PSMB9	5221	7989	0	9
CAMK2N1	5221	7989	0	9
